Wave;years;Age;Male;Gender;Edu;Partner;BornNZ;BigDoms;TSCORE;GenCohort;Religion.Church;Religion.Believe.Cats;Relid;HLTH.Fatigue;HLTH.SleepHours;HomeOwner;Pol.Orient;PATRIOT;Env.SatNZEnvironment;Env.MotorwaySpend;Env.PubTransSubs;Env.ClimateChgConcern;LIFEMEANING;Hours.Internet;Issue.GovtSurveillance;Issue.RegulateAI;Issue.IncomeRedistribution;Hours.Exercise;Hours.Work;Hours.News;CONSCIENTIOUSNESS;EXTRAVERSION;AGREEABLENESS;OPENNESS;Religious;Spiritual.Identification;Believe.God;Believe.Spirit;HoursCharity;CharityDonate;Your.Personal.Relationships;Your.Future.Security;Standard.Living;NZ.Economic.Situation;NZ.Social.Conditions;NZ.Business.Conditions;Emp.JobSecure;Issue.Food.GMO;Env.SacMade;KESSLER6sum;Id
2018;8,85420944558522;53;Male;1;5;1;1;Not_Rel;3295;GenX: born >=1961 & b.< 1980;0,0;4;0;0;7,00;1;5;7,0;3;6;6;6;6,0;2,00;6;6;5;2,00;48,00;9,00;6,50000000000000;1,50000000000000;6,50000000000000;3,00000000000000;Not_Religious;1;Not Believe God;Not Believe Spirit;0,0;500,000;4;8;10;7;7;7;6;7;NA;3,6;11
2018;8,83778234086242;66;Not_Male;0;0;1;1;Not_Rel;3289;Gen Boombers: born >= 1946 & b.< 1961;0,0;1;0;1;7,00;1;6;6,5;3;5;5;7;5,5;1,00;6;2;5;3,00;40,00;7,00;5,00000000000000;2,75000000000000;5,75000000000000;5,25000000000000;Not_Religious;6;Believe God;Believe Spirit;0,0;20,000;6;6;6;6;3;5;3;2;NA;11,0;12
2018;8,80766598220397;52;Not_Male;0;7;1;1;Christian;3278;GenX: born >=1961 & b.< 1980;0,0;1;5;2;5,00;1;4;6,0;4;5;7;5;5,5;24,00;5;5;6;3,00;38,00;8,00;4,50000000000000;4,75000000000000;5,75000000000000;4,00000000000000;Religious;6;Believe God;Believe Spirit;2,0;0,000;8;4;7;5;3;5;7;5;NA;4,0;13
2018;8,85694729637235;63;Not_Male;0;3;0;1;Not_Rel;3296;Gen Boombers: born >= 1946 & b.< 1961;0,0;3;0;1;7,00;1;2;7,0;8;2;7;7;5,5;14,00;7;7;6;3,00;40,00;4,00;6,00000000000000;3,50000000000000;5,75000000000000;5,50000000000000;Not_Religious;4;Not Believe God;Believe Spirit;0,0;50,000;5;5;8;8;5;5;6;7;NA;8,0;14
2018;9,16632443531828;38;Male;1;9;1;1;Not_Rel;3409;GenY: born >=1980 & b.< 1996;0,0;4;0;3;7,00;1;1;6,5;2;2;7;7;6,0;14,00;4;6;6;7,00;0,00;10,00;5,25000000000000;2,75000000000000;3,75000000000000;6,25000000000000;Not_Religious;1;Not Believe God;Not Believe Spirit;0,0;50,000;9;8;10;8;3;4;NA;2;NA;4,0;15
2018;8,86242299794661;41;Male;1;7;1;1;Not_Rel;3298;GenX: born >=1961 & b.< 1980;0,0;4;0;3;6,00;0;3;4,0;2;4;7;5;6,0;40,00;4;3;4;4,00;20,00;2,00;4,75000000000000;1,00000000000000;4,75000000000000;6,50000000000000;Not_Religious;5;Not Believe God;Not Believe Spirit;0,0;100,000;8;4;5;4;7;8;6;4;NA;7,0;16
2018;9,39904175222450;72;Not_Male;0;1;1;1;Not_Rel;3494;Gen Boombers: born >= 1946 & b.< 1961;0,0;1;0;1;6,00;1;5;6,5;5;7;6;4;4,5;10,00;7;4;4;0,00;0,00;7,00;4,75000000000000;2,25000000000000;6,00000000000000;4,50000000000000;Not_Religious;5;Believe God;Believe Spirit;0,0;50,000;10;4;4;5;2;6;NA;2;NA;10,0;17
2018;9,36344969199179;28;Male;1;8;1;1;Not_Rel;3481;GenY: born >=1980 & b.< 1996;0,0;4;0;1;8,00;0;3;5,5;4;5;7;7;3,0;85,00;6;2;6;1,00;40,00;0,00;6,00000000000000;2,00000000000000;3,25000000000000;5,75000000000000;Not_Religious;1;Not Believe God;Not Believe Spirit;0,0;245,000;6;6;9;8;3;8;7;1;NA;3,0;18
2018;8,87337440109514;36;Not_Male;0;5;0;1;Not_Rel;3302;GenY: born >=1980 & b.< 1996;0,0;3;0;2;8,00;1;3;6,0;3;4;5;7;6,5;6,00;2;5;3;3,00;55,00;1,00;5,50000000000000;6,50000000000000;6,00000000000000;5,50000000000000;Not_Religious;4;Not Believe God;Believe Spirit;0,0;400,000;5;5;10;5;2;6;7;7;NA;4,0;19
2018;8,84873374401095;61;Not_Male;0;1;0;1;TheOthers;3293;Gen Boombers: born >= 1946 & b.< 1961;0,0;1;6;1;NA;1;4;6,0;9;5;5;6;5,0;7,00;7;4;3;20,00;15,00;3,00;6,75000000000000;3,50000000000000;5,00000000000000;3,00000000000000;Religious;6;Believe God;Believe Spirit;0,0;NA;7;7;7;5;4;6;7;6;NA;5,0;20
2018;9,57426420260096;40;Not_Male;0;5;1;1;Not_Rel;3558;GenX: born >=1961 & b.< 1980;0,0;3;0;2;8,00;0;1;6,0;2;2;7;7;3,0;20,00;2;4;6;4,00;27,50;3,00;4,75000000000000;3,25000000000000;3,75000000000000;4,50000000000000;Not_Religious;2;Not Believe God;Believe Spirit;2,0;20,000;7;4;6;6;4;7;7;7;NA;11,0;21
2018;9,91923340177960;55;Male;1;3;1;1;Christian;3684;GenX: born >=1961 & b.< 1980;0,0;1;6;1;8,00;1;5;7,0;9;6;5;5;6,0;1,00;NA;5;5;20,00;45,00;5,00;6,50000000000000;5,00000000000000;4,25000000000000;5,25000000000000;Religious;4;Believe God;Believe Spirit;0,0;30,000;10;8;8;8;8;8;7;6;NA;2,0;22
2018;8,81861738535250;57;Male;1;7;1;0;Not_Rel;3282;Gen Boombers: born >= 1946 & b.< 1961;0,0;3;0;2;7,00;1;3;6,0;2;4;6;7;5,0;20,00;6;3;4;1,00;30,00;6,00;3,00000000000000;2,50000000000000;3,75000000000000;6,00000000000000;Not_Religious;2;Not Believe God;Believe Spirit;2,0;500,000;8;8;5;7;1;8;5;5;NA;3,0;23
2018;8,82135523613963;63;Male;1;7;1;0;Not_Rel;3283;Gen Boombers: born >= 1946 & b.< 1961;0,0;4;0;0;8,00;1;4;6,0;8;6;6;2;6,0;10,00;4;2;1;10,00;0,00;4,00;4,25000000000000;5,75000000000000;6,00000000000000;5,25000000000000;Not_Religious;2;Not Believe God;Not Believe Spirit;0,0;100,000;9;7;8;8;6;6;NA;2;NA;2,0;24
2018;9,25393566050650;50;Not_Male;0;2;1;1;Not_Rel;3441;GenX: born >=1961 & b.< 1980;0,0;1;0;2;7,00;1;6;5,0;5;4;5;4;5,0;2,00;1;5;1;7,00;40,00;2,00;6,25000000000000;5,00000000000000;5,25000000000000;5,00000000000000;Not_Religious;2;Believe God;Believe Spirit;0,0;100,000;5;5;5;5;5;6;7;4;NA;2,0;25
2018;9,27036276522930;22;Not_Male;0;3;1;1;Not_Rel;3447;GenZ: born >= 1996;0,0;3;0;3;7,00;0;3;6,0;1;4;7;5;5,0;15,00;3;3;5;2,00;26,00;1,00;5,00000000000000;3,00000000000000;6,00000000000000;6,25000000000000;Not_Religious;4;Not Believe God;Believe Spirit;0,0;15,000;10;7;8;4;3;5;2;7;NA;5,0;26
2018;9,38261464750171;68;Not_Male;0;9;1;0;Not_Rel;3488;Gen Boombers: born >= 1946 & b.< 1961;0,0;1;0;0;8,00;1;2;7,0;4;5;5;7;6,5;8,00;5;5;5;2,00;0,00;4,00;5,00000000000000;5,00000000000000;6,00000000000000;4,75000000000000;Not_Religious;6;Believe God;Believe Spirit;5,0;300,000;10;10;10;7;4;8;NA;5;NA;0,0;27
2018;8,86516084873374;43;Not_Male;0;7;1;1;Christian;3299;GenX: born >=1961 & b.< 1980;0,0;1;4;1;8,00;1;4;6,5;9;5;5;6;6,5;4,00;4;6;2;15,00;0,00;6,00;6,50000000000000;5,00000000000000;5,75000000000000;4,75000000000000;Religious;5;Believe God;Believe Spirit;1,0;180,000;10;8;9;6;8;8;6;6;NA;2,0;28
2018;8,80492813141684;30;Not_Male;0;7;1;1;Christian;3277;GenY: born >=1980 & b.< 1996;0,0;3;1;3;8,00;1;3;6,0;5;7;6;4;5,5;20,00;6;5;6;4,00;20,00;3,00;4,50000000000000;5,75000000000000;5,50000000000000;6,50000000000000;Religious;5;Not Believe God;Believe Spirit;2,0;500,000;10;10;9;8;5;9;5;5;NA;7,0;29
2018;8,88980150581793;40;Male;1;6;1;0;Christian;3308;GenX: born >=1961 & b.< 1980;0,0;3;4;2;6,00;1;2;6,0;3;4;6;5;7,0;21,00;4;4;5;12,00;50,00;4,00;5,25000000000000;3,50000000000000;3,00000000000000;5,00000000000000;Religious;1;Not Believe God;Believe Spirit;4,0;3000,000;10;9;9;2;0;6;7;7;NA;5,0;30
2018;8,87337440109514;62;Not_Male;0;5;1;1;Not_Rel;3302;Gen Boombers: born >= 1946 & b.< 1961;0,0;1;0;1;7,00;1;3;5,5;7;3;5;5;5,0;10,00;5;4;5;2,00;20,00;3,00;5,25000000000000;3,75000000000000;5,75000000000000;6,25000000000000;Not_Religious;3;Believe God;Believe Spirit;2,0;50,000;6;4;7;7;7;5;5;6;NA;2,0;31
2018;8,82135523613963;67;Male;1;0;0;1;Not_Rel;3283;Gen Boombers: born >= 1946 & b.< 1961;0,0;3;0;0;5,50;0;1;5,5;5;1;7;7;3,5;26,00;1;7;7;10,00;0,00;15,00;4,50000000000000;5,00000000000000;3,75000000000000;6,50000000000000;Not_Religious;6;Not Believe God;Believe Spirit;5,0;200,000;4;7;8;3;1;7;5;7;NA;7,0;32
2018;8,95550992470910;57;Not_Male;0;7;1;1;Not_Rel;3332;Gen Boombers: born >= 1946 & b.< 1961;0,0;4;0;2;6,00;1;2;6,5;2;3;6;7;6,0;3,50;5;5;7;7,00;40,00;7,00;6,25000000000000;4,50000000000000;4,25000000000000;6,75000000000000;Not_Religious;1;Not Believe God;Not Believe Spirit;18,0;1500,000;9;9;8;2;1;5;7;2;NA;4,0;33
2018;8,81314168377823;60;Not_Male;0;9;1;0;Christian;3280;Gen Boombers: born >= 1946 & b.< 1961;0,0;1;2;0;8,00;1;6;7,0;9;6;6;7;7,0;4,00;7;4;5;0,00;0,00;2,00;6,25000000000000;4,66666666666667;6,50000000000000;5,00000000000000;Religious;4;Believe God;Believe Spirit;8,0;500,000;10;8;10;7;4;8;NA;4;NA;1,0;34
2018;9,86447638603696;54;Not_Male;0;7;0;0;Not_Rel;3664;GenX: born >=1961 & b.< 1980;0,0;4;0;4;6,00;0;2;6,5;4;4;7;5;2,0;30,00;5;4;6;0,00;40,00;8,00;3,75000000000000;5,00000000000000;5,50000000000000;5,00000000000000;Not_Religious;1;Not Believe God;Not Believe Spirit;0,0;50,000;1;3;2;3;4;4;4;5;NA;13,0;35
2018;9,53045859000684;67;Not_Male;0;7;1;1;Not_Rel;3542;Gen Boombers: born >= 1946 & b.< 1961;0,0;NA;0;2;9,00;1;3;5,5;7;6;6;7;5,5;10,00;2;6;4;5,00;0,00;6,00;4,00000000000000;3,25000000000000;5,25000000000000;5,25000000000000;Not_Religious;2;NA;NA;0,0;500,000;8;8;9;8;6;5;NA;5;NA;2,0;36
2018;8,83504449007529;26;Not_Male;0;7;1;1;Not_Rel;3288;GenY: born >=1980 & b.< 1996;0,0;4;0;0;8,50;0;3;7,0;3;4;5;7;6,0;4,00;3;3;3;10,00;40,00;3,00;5,25000000000000;3,25000000000000;5,25000000000000;4,75000000000000;Not_Religious;3;Not Believe God;Not Believe Spirit;0,0;100,000;9;10;10;10;6;10;6;5;NA;4,0;37
2018;8,87885010266941;29;Not_Male;0;7;1;1;Not_Rel;3304;GenY: born >=1980 & b.< 1996;0,0;3;0;1;8,00;1;4;6,0;6;4;6;5;5,5;10,00;5;3;4;5,00;40,00;2,00;5,75000000000000;5,50000000000000;5,00000000000000;4,50000000000000;Not_Religious;6;Not Believe God;Believe Spirit;0,0;50,000;10;8;10;6;5;8;5;4;NA;7,0;38
2018;9,38261464750171;53;Not_Male;0;9;1;1;Not_Rel;3488;GenX: born >=1961 & b.< 1980;0,0;3;0;2;7,00;1;3;7,0;2;3;7;5;5,5;2,00;5;7;7;5,00;35,00;1,00;4,25000000000000;3,75000000000000;7,00000000000000;6,00000000000000;Not_Religious;2;Not Believe God;Believe Spirit;0,0;0,000;9;3;6;6;0;5;2;7;NA;5,0;39
2018;8,87337440109514;26;Male;1;7;1;1;Christian;3302;GenY: born >=1980 & b.< 1996;0,0;1;7;2;7,00;0;3;6,0;8;4;6;7;7,0;30,00;7;3;6;4,00;50,00;8,00;4,75000000000000;6,25000000000000;5,00000000000000;6,75000000000000;Religious;7;Believe God;Believe Spirit;0,0;600,000;10;8;9;7;7;8;7;5;NA;3,0;40
2018;9,18548939082820;58;Not_Male;0;0;0;1;Not_Rel;3416;Gen Boombers: born >= 1946 & b.< 1961;0,0;NA;0;2;NA;0;NA;6,0;7;7;7;6;7,0;NA;3;7;6;NA;NA;NA;4,75000000000000;2,00000000000000;3,75000000000000;3,75000000000000;Not_Religious;4;NA;NA;NA;25,000;7;4;5;0;1;2;NA;7;NA;4,5;41
2018;8,99931553730322;58;Not_Male;0;7;0;0;Christian;3348;Gen Boombers: born >= 1946 & b.< 1961;2,0;1;7;4;4,00;1;5;6,0;8;2;5;NA;3,5;1,00;6;5;2;20,00;15,00;1,00;6,75000000000000;5,25000000000000;5,25000000000000;5,50000000000000;Religious;3;Believe God;Believe Spirit;0,0;100,000;5;1;5;1;5;2;5;7;NA;18,0;42
2018;9,91101984941821;22;Not_Male;0;7;1;1;Not_Rel;3681;GenZ: born >= 1996;0,0;4;0;2;8,00;0;2;5,0;5;4;5;7;5,0;30,00;3;5;5;2,00;40,00;2,00;6,25000000000000;5,25000000000000;6,25000000000000;3,75000000000000;Not_Religious;3;Not Believe God;Not Believe Spirit;0,0;0,000;5;4;8;5;4;4;6;4;NA;7,0;43
2018;8,99931553730322;58;Not_Male;0;8;1;1;Not_Rel;3348;Gen Boombers: born >= 1946 & b.< 1961;0,0;3;0;2;7,00;1;4;6,5;8;5;5;1;6,5;2,00;6;5;2;2,00;40,00;6,00;4,75000000000000;4,25000000000000;6,00000000000000;5,75000000000000;Not_Religious;7;Not Believe God;Believe Spirit;0,0;50,000;9;8;10;5;5;6;6;2;NA;3,0;44
2018;9,86173853524983;21;Not_Male;0;3;0;1;Not_Rel;3663;GenZ: born >= 1996;0,0;3;0;2;7,00;0;5;5,5;9;5;5;6;3,5;80,00;4;5;4;10,00;12,00;2,00;5,00000000000000;4,50000000000000;4,75000000000000;6,00000000000000;Not_Religious;4;Not Believe God;Believe Spirit;0,0;0,000;10;8;10;8;9;7;7;6;NA;6,0;45
2018;9,75770020533881;63;Not_Male;0;2;0;1;Not_Rel;3625;Gen Boombers: born >= 1946 & b.< 1961;0,0;3;0;3;6,00;1;2;3,0;0;5;4;7;3,0;25,00;6;5;3;7,00;5,00;6,00;3,50000000000000;3,75000000000000;4,75000000000000;4,75000000000000;Not_Religious;4;Not Believe God;Believe Spirit;0,0;100,000;7;2;0;0;1;2;7;7;NA;12,0;46
2018;8,83778234086242;48;Not_Male;0;2;1;1;Not_Rel;3289;GenX: born >=1961 & b.< 1980;0,0;4;0;1;8,00;1;5;5,5;4;7;6;1;6,0;4,00;2;7;4;0,00;30,00;2,00;7,00000000000000;5,25000000000000;4,75000000000000;4,50000000000000;Not_Religious;1;Not Believe God;Not Believe Spirit;0,0;300,000;8;6;7;4;4;6;7;6;NA;3,0;47
2018;8,86242299794661;32;Male;1;7;1;1;Christian;3298;GenY: born >=1980 & b.< 1996;3,0;1;6;2;7,00;1;5;4,0;8;5;6;2;4,5;20,00;5;3;5;2,00;37,50;1,00;5,25000000000000;1,75000000000000;4,50000000000000;5,50000000000000;Religious;6;Believe God;Believe Spirit;0,0;NA;8;6;8;7;7;7;6;3;NA;13,0;48
2018;9,39904175222450;34;Not_Male;0;10;1;1;Christian;3494;GenY: born >=1980 & b.< 1996;1,0;1;5;2;7,00;1;3;5,0;2;3;5;7;6,5;12,00;3;4;5;4,00;0,00;2,00;6,25000000000000;3,50000000000000;5,75000000000000;6,00000000000000;Religious;6;Believe God;Believe Spirit;0,0;2000,000;9;9;10;7;5;6;6;5;NA;6,0;49
2018;9,73305954825462;57;Not_Male;0;8;1;1;Christian;3616;GenX: born >=1961 & b.< 1980;4,0;1;5;2;8,00;1;3;6,0;3;5;7;4;7,0;10,00;3;7;7;1,00;40,00;4,00;4,50000000000000;3,00000000000000;5,25000000000000;3,25000000000000;Religious;6;Believe God;Believe Spirit;0,0;500,000;8;9;10;9;3;5;6;6;NA;5,0;50
2018;9,49760438056126;55;Not_Male;0;2;1;1;Christian;3530;GenX: born >=1961 & b.< 1980;0,0;1;4;1;7,00;1;4;5,5;6;5;5;5;5,5;20,00;5;5;3;5,00;40,00;10,00;4,25000000000000;3,50000000000000;4,25000000000000;5,00000000000000;Religious;5;Believe God;Believe Spirit;1,0;200,000;7;8;7;4;7;7;5;5;NA;3,0;51
2018;8,80766598220397;55;Not_Male;0;NA;NA;NA;NA;3278;GenX: born >=1961 & b.< 1980;NA;NA;NA;3;8,00;NA;NA;6,0;7;5;7;NA;5,5;14,00;4;5;5;0,00;30,00;7,00;6,25000000000000;5,00000000000000;5,25000000000000;3,00000000000000;NA;NA;NA;NA;0,0;NA;10;3;9;5;6;4;NA;7;NA;2,0;52
2018;8,81314168377823;64;Male;1;3;1;1;Not_Rel;3280;Gen Boombers: born >= 1946 & b.< 1961;0,0;3;0;1;7,00;1;4;6,5;4;3;4;5;6,0;7,00;4;4;4;3,00;45,00;7,00;4,25000000000000;3,75000000000000;4,50000000000000;3,75000000000000;Not_Religious;1;Not Believe God;Believe Spirit;0,0;150,000;9;9;9;7;4;5;7;5;NA;0,0;53
2018;9,37440109514031;32;Not_Male;0;7;1;1;Not_Rel;3485;GenY: born >=1980 & b.< 1996;0,0;4;0;2;7,00;1;4;6,0;3;7;5;4;5,5;14,00;4;4;1;3,00;24,00;0,00;7,00000000000000;2,75000000000000;6,50000000000000;3,00000000000000;Not_Religious;1;Not Believe God;Not Believe Spirit;0,0;100,000;5;9;10;5;3;5;7;7;NA;6,0;54
2018;8,81587953456537;41;Not_Male;0;8;0;0;Not_Rel;3281;GenX: born >=1961 & b.< 1980;0,0;3;0;2;8,50;1;2;6,5;9;4;6;5;5,5;5,00;5;5;6;3,00;42,00;1,00;6,75000000000000;2,75000000000000;6,50000000000000;4,00000000000000;Not_Religious;5;Not Believe God;Believe Spirit;0,0;400,000;8;8;8;8;6;7;6;4;NA;3,0;55
2018;8,82135523613963;31;Male;1;NA;NA;NA;NA;3283;GenY: born >=1980 & b.< 1996;NA;NA;NA;3;6,00;NA;NA;6,0;7;6;6;NA;6,0;7,00;6;3;4;2,00;60,00;1,00;6,25000000000000;6,00000000000000;6,50000000000000;4,50000000000000;NA;NA;NA;NA;0,0;NA;9;7;10;6;5;7;NA;4;NA;3,0;56
2018;8,80766598220397;41;Not_Male;0;8;1;1;Not_Rel;3278;GenX: born >=1961 & b.< 1980;0,0;3;0;2;6,00;1;5;4,5;3;4;7;4;6,0;6,00;5;7;6;3,00;40,00;2,00;6,00000000000000;4,50000000000000;4,25000000000000;4,50000000000000;Not_Religious;2;Not Believe God;Believe Spirit;0,0;100,000;8;8;7;6;5;7;6;6;NA;10,0;57
2018;8,81314168377823;65;Male;1;1;1;1;Not_Rel;3280;Gen Boombers: born >= 1946 & b.< 1961;1,0;1;0;2;9,00;1;5;6,0;5;3;7;6;5,5;4,00;7;4;5;28,00;0,00;14,00;6,50000000000000;3,75000000000000;6,00000000000000;4,25000000000000;Not_Religious;3;Believe God;Believe Spirit;0,0;100,000;9;7;8;6;5;7;NA;4;NA;5,0;58
2018;8,82956878850103;30;Not_Male;0;7;1;1;Christian;3286;GenY: born >=1980 & b.< 1996;8,0;1;7;3;8,00;1;3;5,5;3;4;5;5;6,0;12,00;7;5;7;6,00;30,00;0,00;4,75000000000000;5,00000000000000;5,75000000000000;5,50000000000000;Religious;7;Believe God;Believe Spirit;16,0;3000,000;8;4;10;5;3;4;NA;6;NA;8,0;59
2018;9,26762491444216;44;Not_Male;0;8;1;0;Christian;3446;GenX: born >=1961 & b.< 1980;2,0;1;6;1;7,00;1;4;7,0;2;7;6;7;6,0;15,00;6;4;7;25,00;20,00;7,00;7,00000000000000;3,25000000000000;6,00000000000000;3,75000000000000;Religious;7;Believe God;Believe Spirit;5,0;0,000;10;10;10;3;4;8;6;4;NA;7,0;60
2018;9,86173853524983;62;Male;1;7;1;1;Not_Rel;3663;Gen Boombers: born >= 1946 & b.< 1961;0,0;3;0;2;7,00;1;2;6,0;8;7;6;6;6,5;10,00;7;5;6;15,00;0,00;4,00;6,00000000000000;5,00000000000000;6,00000000000000;6,25000000000000;Not_Religious;5;Not Believe God;Believe Spirit;10,0;3000,000;10;10;10;8;8;8;NA;2;NA;2,0;61
2018;8,82135523613963;45;Not_Male;0;7;0;1;Christian;3283;GenX: born >=1961 & b.< 1980;3,0;1;6;1;7,00;1;3;6,0;4;4;5;5;6,5;20,00;4;4;4;7,00;36,00;4,00;3,50000000000000;2,00000000000000;5,00000000000000;6,00000000000000;Religious;7;Believe God;Believe Spirit;3,0;1800,000;8;6;6;4;3;4;5;4;NA;7,0;62
2018;9,03764544832307;41;Not_Male;0;1;0;1;Christian;3362;GenX: born >=1961 & b.< 1980;0,0;1;5;3;7,00;0;3;5,5;5;4;7;6;6,0;7,00;4;4;7;5,00;40,00;1,00;5,25000000000000;5,50000000000000;6,00000000000000;4,50000000000000;Religious;5;Believe God;Believe Spirit;2,0;0,000;5;6;7;5;2;5;7;7;NA;4,0;63
2018;8,80766598220397;29;Not_Male;0;8;1;1;Not_Rel;3278;GenY: born >=1980 & b.< 1996;0,0;3;0;4;7,00;0;3;4,5;6;7;7;7;5,5;10,00;5;4;6;1,00;40,00;7,00;3,25000000000000;2,75000000000000;5,25000000000000;3,25000000000000;Not_Religious;1;Not Believe God;Believe Spirit;0,0;30,000;8;7;7;3;3;5;6;4;NA;12,0;64
2018;9,29500342231348;79;Male;1;9;0;1;Not_Rel;3456;Gen_Silent: born< 1946;0,0;4;0;1;7,00;1;2;6,5;7;1;7;7;7,0;48,00;5;5;5;8,00;20,00;12,00;5,75000000000000;5,00000000000000;6,00000000000000;6,00000000000000;Not_Religious;3;Not Believe God;Not Believe Spirit;0,0;80,000;9;7;9;8;5;7;7;2;NA;2,0;65
2018;9,03764544832307;60;Male;1;3;1;1;Christian;3362;Gen Boombers: born >= 1946 & b.< 1961;0,0;3;2;0;8,00;1;4;6,5;2;7;7;6;6,0;2,00;3;7;2;6,00;0,00;5,00;4,25000000000000;5,00000000000000;5,25000000000000;5,25000000000000;Religious;3;Not Believe God;Believe Spirit;0,0;NA;8;4;8;4;4;3;NA;5;NA;0,0;66
