Wave;years;Age;Male;Gender;Edu;Partner;BornNZ;BigDoms;TSCORE;GenCohort;Religion.Church;Religion.Believe.Cats;Relid;HLTH.Fatigue;HLTH.SleepHours;HomeOwner;Pol.Orient;PATRIOT;Env.SatNZEnvironment;Env.MotorwaySpend;Env.PubTransSubs;Env.ClimateChgConcern;LIFEMEANING;Hours.Internet;Issue.GovtSurveillance;Issue.RegulateAI;Issue.IncomeRedistribution;Hours.Exercise;Hours.Work;Hours.News;CONSCIENTIOUSNESS;EXTRAVERSION;AGREEABLENESS;OPENNESS;Religious;Spiritual.Identification;Believe.God;Believe.Spirit;HoursCharity;CharityDonate;Your.Personal.Relationships;Your.Future.Security;Standard.Living;NZ.Economic.Situation;NZ.Social.Conditions;NZ.Business.Conditions;Emp.JobSecure;Issue.Food.GMO;Env.SacMade;KESSLER6sum;Id
2018;8,80766598220397;45;Not_Male;0;7;1;1;Not_Rel;3278;GenX: born >=1961 & b.< 1980;0;3;0;2;6,50;1;2;6,0;4;4;6;7;5,0;7,0000;3;4;7;11,00;21,00;6,00;4,25000000000000;3,50000000000000;5,75000000000000;5,00000000000000;Not_Religious;5;Not Believe God;Believe Spirit;2,0;100,0;6;6;9;6;2;8;6;6;NA;7,0;11
2018;8,81314168377823;41;Not_Male;0;2;1;1;Not_Rel;3280;GenX: born >=1961 & b.< 1980;0;3;0;NA;6,00;1;4;5,0;7;1;3;7;6,0;1,5000;2;4;2;1,00;16,00;0,00;NA;NA;NA;NA;Not_Religious;2;Not Believe God;Believe Spirit;0,0;100,0;8;5;9;9;4;5;6;4;NA;NA;12
2018;9,24024640657084;61;Not_Male;0;8;1;0;Christian;3436;Gen Boombers: born >= 1946 & b.< 1961;4;1;6;2;8,00;1;4;6,5;7;4;5;7;5,5;5,0000;5;5;4;2,00;0,00;15,00;4,00000000000000;3,00000000000000;5,75000000000000;5,75000000000000;Religious;6;Believe God;Believe Spirit;3,0;1200,0;10;8;9;7;6;8;NA;4;NA;4,0;13
2018;8,81861738535250;60;Not_Male;0;7;1;1;Not_Rel;3282;Gen Boombers: born >= 1946 & b.< 1961;0;3;0;2;7,00;1;5;6,5;2;4;5;5;5,5;3,0000;4;5;3;4,00;44,00;3,00;6,00000000000000;5,50000000000000;6,00000000000000;6,25000000000000;Not_Religious;7;Not Believe God;Believe Spirit;6,0;1000,0;7;5;9;7;2;5;5;5;NA;5,0;14
2018;9,87268993839836;32;Not_Male;0;8;0;1;TheOthers;3667;GenY: born >=1980 & b.< 1996;0;3;3;1;6,00;0;2;6,0;7;6;3;6;6,0;20,0000;5;4;5;0,00;40,00;0,50;3,50000000000000;4,75000000000000;4,00000000000000;5,50000000000000;Religious;7;Not Believe God;Believe Spirit;16,0;1200,0;7;9;7;7;9;9;7;1;NA;4,0;15
2018;8,86789869952088;43;Not_Male;0;2;0;1;Not_Rel;3300;GenX: born >=1961 & b.< 1980;0;3;0;4;6,00;1;3;6,0;4;5;7;NA;5,0;3,0000;7;3;7;1,00;62,00;0,00;3,50000000000000;4,00000000000000;3,75000000000000;2,50000000000000;Not_Religious;2;Not Believe God;Believe Spirit;0,0;400,0;2;0;2;0;2;4;1;7;NA;11,0;16
2018;8,99383983572895;38;Not_Male;0;7;1;1;Not_Rel;3346;GenY: born >=1980 & b.< 1996;0;3;0;2;6,00;1;2;6,0;5;4;5;5;4,5;20,0000;5;3;5;30,00;25,00;4,00;4,75000000000000;2,25000000000000;6,25000000000000;3,25000000000000;Not_Religious;1;Not Believe God;Believe Spirit;10,0;50,0;8;8;9;6;4;5;6;6;NA;5,0;17
2018;8,82135523613963;43;Not_Male;0;10;1;0;Not_Rel;3283;GenX: born >=1961 & b.< 1980;0;3;0;1;8,00;1;3;4,0;4;3;7;7;4,0;4,0000;4;5;5;5,00;0,00;1,00;5,75000000000000;3,00000000000000;5,75000000000000;5,00000000000000;Not_Religious;5;Not Believe God;Believe Spirit;0,0;10,0;7;8;7;7;3;5;NA;6;NA;6,0;18
2018;8,83230663928816;29;Male;1;NA;0;1;Christian;3287;GenY: born >=1980 & b.< 1996;4;2;6;1;NA;0;6;4,0;4;3;3;4;3,5;0,0000;3;3;3;0,00;0,00;0,00;4,25000000000000;4,50000000000000;4,75000000000000;6,00000000000000;Religious;4;Believe God;Not Believe Spirit;0,0;1000,0;6;6;4;4;6;6;4;3;NA;6,0;19
2018;8,85968514715948;65;Not_Male;0;NA;NA;NA;NA;3297;Gen Boombers: born >= 1946 & b.< 1961;NA;NA;NA;0;8,00;NA;NA;5,0;5;6;6;NA;6,0;10,0000;6;4;2;1,00;0,00;4,00;6,00000000000000;3,50000000000000;6,25000000000000;3,75000000000000;NA;NA;NA;NA;2,0;NA;9;9;9;6;5;5;NA;4;NA;0,0;20
2018;8,81040383299110;59;Not_Male;0;8;1;1;Not_Rel;3279;Gen Boombers: born >= 1946 & b.< 1961;0;4;0;2;6,00;1;2;4,5;3;4;6;7;3,0;5,0000;2;5;6;3,00;24,00;10,00;4,00000000000000;5,00000000000000;5,25000000000000;4,75000000000000;Not_Religious;3;Not Believe God;Not Believe Spirit;0,0;100,0;8;8;9;5;2;6;5;7;NA;3,0;21
2018;8,84873374401095;62;Not_Male;0;3;0;0;Not_Rel;3293;Gen Boombers: born >= 1946 & b.< 1961;0;4;0;1;6,00;0;2;4,0;1;2;6;7;6,5;15,0000;2;3;7;50,00;0,00;5,00;5,25000000000000;5,25000000000000;5,33333333333333;5,50000000000000;Not_Religious;1;Not Believe God;Not Believe Spirit;5,0;700,0;8;9;10;6;4;7;NA;3;NA;7,0;22
2018;9,74948665297741;57;Not_Male;0;3;1;1;Christian;3622;GenX: born >=1961 & b.< 1980;0;1;3;2;8,00;1;5;7,0;5;5;5;7;6,5;6,0000;4;4;2;0,00;0,00;3,00;3,00000000000000;4,25000000000000;6,75000000000000;4,00000000000000;Religious;6;Believe God;Believe Spirit;0,0;200,0;10;9;10;6;8;8;NA;7;NA;6,0;23
2018;9,20739219712526;35;Not_Male;0;8;0;1;Not_Rel;3424;GenY: born >=1980 & b.< 1996;0;4;0;3;8,00;0;2;4,0;4;5;7;7;4,5;15,0000;1;4;7;2,00;40,00;1,00;4,00000000000000;4,75000000000000;7,00000000000000;6,75000000000000;Not_Religious;1;Not Believe God;Not Believe Spirit;0,0;0,0;6;5;6;6;1;5;5;4;NA;7,0;24
2018;8,81587953456537;58;Male;1;2;1;1;Not_Rel;3281;Gen Boombers: born >= 1946 & b.< 1961;0;1;0;1;NA;1;1;6,0;2;2;7;1;7,0;NA;2;7;3;NA;NA;NA;6,50000000000000;5,00000000000000;6,75000000000000;7,00000000000000;Not_Religious;7;Believe God;Believe Spirit;NA;NA;10;10;10;6;8;9;7;7;NA;0,0;25
2018;8,95550992470910;63;Not_Male;0;5;0;1;Christian;3332;Gen Boombers: born >= 1946 & b.< 1961;0;1;3;1;9,00;1;5;7,0;4;5;6;4;3,0;50,0000;5;6;5;0,00;40,00;2,00;6,50000000000000;4,00000000000000;4,50000000000000;4,25000000000000;Religious;5;Believe God;Believe Spirit;0,0;0,0;2;1;2;2;4;4;1;6;NA;8,0;26
2018;9,42094455852156;61;Not_Male;0;7;0;0;Christian;3502;Gen Boombers: born >= 1946 & b.< 1961;4;1;7;1;7,00;1;4;5,5;7;5;4;5;4,5;40,0000;4;4;4;3,00;48,00;6,00;4,00000000000000;3,75000000000000;4,50000000000000;4,25000000000000;Religious;5;Believe God;Believe Spirit;1,0;5000,0;6;6;7;7;7;7;7;5;NA;5,0;27
2018;9,39356605065024;25;Not_Male;0;6;1;1;Not_Rel;3492;GenY: born >=1980 & b.< 1996;0;1;0;3;7,00;0;4;7,0;2;7;4;NA;4,0;2,0000;7;4;4;5,00;40,00;2,00;5,75000000000000;6,50000000000000;5,75000000000000;4,00000000000000;Not_Religious;NA;Believe God;Believe Spirit;0,0;300,0;7;2;7;5;5;4;7;7;NA;7,0;28
2018;9,46201232032854;53;Not_Male;0;2;1;1;Not_Rel;3517;GenX: born >=1961 & b.< 1980;0;4;0;2;7,00;1;4;6,0;3;4;6;5;4,5;9,0000;5;5;5;4,00;32,00;7,00;5,25000000000000;3,25000000000000;5,75000000000000;4,50000000000000;Not_Religious;4;Not Believe God;Not Believe Spirit;0,0;500,0;8;7;7;6;5;7;5;6;NA;6,0;29
2018;9,18548939082820;51;Not_Male;0;8;0;1;Christian;3416;GenX: born >=1961 & b.< 1980;2;1;7;1;7,00;1;4;7,0;5;6;5;7;7,0;60,0000;6;6;1;15,00;40,00;7,00;4,75000000000000;4,25000000000000;7,00000000000000;5,75000000000000;Religious;7;Believe God;Believe Spirit;0,0;3500,0;10;7;10;5;3;7;7;7;NA;2,0;30
2018;9,40725530458590;51;Male;1;3;1;1;Not_Rel;3497;GenX: born >=1961 & b.< 1980;0;1;0;1;8,00;1;1;7,0;3;3;7;6;6,5;2,0000;4;7;6;10,00;55,00;2,00;6,00000000000000;4,00000000000000;5,25000000000000;5,75000000000000;Not_Religious;7;Believe God;Believe Spirit;0,0;10000,0;9;9;10;6;6;8;7;7;NA;3,0;31
2018;9,53045859000684;42;Not_Male;0;7;1;1;Not_Rel;3542;GenX: born >=1961 & b.< 1980;0;4;0;2;7,00;1;5;3,5;2;3;6;7;4,5;12,0000;6;6;3;3,50;80,00;7,00;4,50000000000000;2,75000000000000;4,00000000000000;2,75000000000000;Not_Religious;1;Not Believe God;Not Believe Spirit;0,0;1560,0;4;4;6;4;4;5;6;3;NA;10,0;32
2018;8,80766598220397;45;Not_Male;0;8;1;1;Christian;3278;GenX: born >=1961 & b.< 1980;0;1;5;NA;6,00;1;5;7,0;7;6;7;5;6,5;7,0000;5;5;1;2,00;30,00;2,00;NA;NA;NA;NA;Religious;5;Believe God;Believe Spirit;2,0;500,0;10;8;8;6;7;7;3;1;NA;NA;33
2018;8,94455852156057;22;Not_Male;0;8;0;1;Not_Rel;3328;GenY: born >=1980 & b.< 1996;0;2;0;2;7,00;0;4;6,0;8;4;7;6;3,0;9,0000;4;5;6;2,00;30,00;1,00;5,75000000000000;1,50000000000000;6,25000000000000;5,50000000000000;Not_Religious;3;Believe God;Not Believe Spirit;0,0;NA;8;8;7;7;7;8;5;7;NA;12,0;34
2018;9,14168377823409;70;Not_Male;0;7;1;0;Christian;3400;Gen Boombers: born >= 1946 & b.< 1961;3;1;5;2;7,00;1;4;5,0;1;4;7;7;6,0;7,0000;1;7;7;6,00;0,00;2,00;4,00000000000000;2,50000000000000;6,00000000000000;4,50000000000000;Religious;6;Believe God;Believe Spirit;6,0;380,0;4;2;8;6;1;5;6;4;NA;12,0;35
2018;8,88432580424367;43;Not_Male;0;9;0;1;Not_Rel;3306;GenX: born >=1961 & b.< 1980;0;1;0;3;8,00;1;1;7,0;2;1;7;6;5,5;12,0000;3;7;7;10,00;20,00;2,00;4,25000000000000;3,75000000000000;4,50000000000000;7,00000000000000;Not_Religious;5;Believe God;Believe Spirit;20,0;300,0;7;7;10;5;3;4;NA;7;NA;14,0;36
2018;8,80492813141684;63;Male;1;1;1;1;Not_Rel;3277;Gen Boombers: born >= 1946 & b.< 1961;0;3;0;1;7,00;1;4;7,0;7;7;6;3;7,0;10,0000;7;4;3;8,00;45,00;5,00;6,25000000000000;2,75000000000000;3,75000000000000;5,25000000000000;Not_Religious;1;Not Believe God;Believe Spirit;0,0;600,0;9;10;10;6;5;7;7;2;NA;2,0;37
2018;9,02121834360027;49;Not_Male;0;3;1;1;Christian;3356;GenX: born >=1961 & b.< 1980;4;1;7;1;7,00;1;6;5,0;5;5;6;4;6,0;20,0000;2;5;5;5,00;0,00;3,00;4,00000000000000;3,00000000000000;6,00000000000000;4,75000000000000;Religious;4;Believe God;Believe Spirit;0,0;700,0;9;8;8;4;3;6;6;7;NA;10,0;38
2018;8,97467488021903;39;Not_Male;0;9;NA;1;Christian;3339;GenX: born >=1961 & b.< 1980;0;NA;2;1;8,00;NA;NA;7,0;8;6;7;NA;7,0;20,0000;5;2;5;1,00;24,00;2,00;6,50000000000000;4,00000000000000;5,00000000000000;4,25000000000000;Religious;NA;NA;NA;0,0;NA;10;10;10;9;8;9;NA;2;NA;1,0;39
2018;8,87611225188227;65;Not_Male;0;7;1;1;Not_Rel;3303;Gen Boombers: born >= 1946 & b.< 1961;0;3;0;0;7,00;1;4;7,0;7;7;7;7;7,0;7,0000;6;7;7;10,00;0,00;2,00;6,00000000000000;3,00000000000000;4,00000000000000;4,75000000000000;Not_Religious;6;Not Believe God;Believe Spirit;0,0;250,0;10;10;10;7;4;9;NA;6;NA;0,0;40
2018;8,80766598220397;23;Not_Male;0;3;0;1;Christian;3278;GenY: born >=1980 & b.< 1996;1;3;3;2;9,00;0;3;5,0;6;4;7;5;5,0;10,0000;5;4;4;30,00;8,00;2,00;4,75000000000000;3,50000000000000;6,00000000000000;5,00000000000000;Religious;7;Not Believe God;Believe Spirit;0,0;50,0;4;7;7;4;3;7;5;4;NA;11,0;41
2018;8,80766598220397;46;Not_Male;0;2;1;1;Not_Rel;3278;GenX: born >=1961 & b.< 1980;0;1;0;1;8,00;1;4;6,0;5;5;5;6;6,0;4,0000;6;4;2;0,00;40,00;5,00;5,25000000000000;4,00000000000000;6,00000000000000;4,25000000000000;Not_Religious;6;Believe God;Believe Spirit;0,0;1500,0;9;7;9;6;6;7;4;6;NA;4,0;42
2018;8,81314168377823;62;Male;1;5;1;1;Christian;3280;Gen Boombers: born >= 1946 & b.< 1961;0;1;7;2;7,50;1;7;7,0;8;7;6;5;5,5;3,0000;6;6;3;3,00;40,00;2,00;5,75000000000000;3,75000000000000;6,00000000000000;6,00000000000000;Religious;6;Believe God;Believe Spirit;3,0;1500,0;8;7;8;8;8;7;6;7;NA;6,0;43
2018;9,87542778918549;61;Not_Male;0;6;1;1;Not_Rel;3668;Gen Boombers: born >= 1946 & b.< 1961;0;4;0;3;7,00;1;5;6,5;3;5;5;6;5,5;3,0000;5;5;5;27,00;40,00;1,00;5,50000000000000;4,75000000000000;5,75000000000000;4,25000000000000;Not_Religious;4;Not Believe God;Not Believe Spirit;0,0;0,0;9;7;9;3;3;4;5;6;NA;5,0;44
2018;9,88637919233402;42;Not_Male;0;1;1;1;Christian;3672;GenX: born >=1961 & b.< 1980;0;1;2;1;7,50;1;6;6,0;7;4;5;6;6,0;5,0000;4;4;6;2,00;40,00;3,00;6,00000000000000;2,75000000000000;6,00000000000000;3,50000000000000;Religious;4;Believe God;Believe Spirit;0,0;50,0;6;7;7;6;7;8;7;6;NA;6,0;45
2018;9,31416837782341;48;Male;1;8;1;1;Not_Rel;3463;GenX: born >=1961 & b.< 1980;0;4;0;2;6,00;1;4;6,5;3;6;4;6;4,5;21,0000;5;6;5;5,00;55,00;3,00;5,25000000000000;4,00000000000000;4,75000000000000;4,25000000000000;Not_Religious;1;Not Believe God;Not Believe Spirit;0,0;650,0;8;7;7;6;3;6;6;2;NA;2,0;46
2018;8,81587953456537;34;Not_Male;0;5;0;1;Not_Rel;3281;GenY: born >=1980 & b.< 1996;0;3;0;3;6,50;0;4;6,5;8;6;5;3;5,5;4,0000;2;6;1;2,50;45,00;0,00;5,75000000000000;4,00000000000000;5,00000000000000;5,00000000000000;Not_Religious;5;Not Believe God;Believe Spirit;0,0;50,0;6;2;7;6;7;8;3;2;NA;14,0;47
2018;8,86516084873374;18;Not_Male;0;3;0;1;Not_Rel;3299;GenZ: born >= 1996;0;4;0;1;7,00;0;2;4,0;5;3;7;6;4,0;8,0000;3;3;5;5,00;0,00;1,00;4,25000000000000;3,00000000000000;6,25000000000000;5,25000000000000;Not_Religious;1;Not Believe God;Not Believe Spirit;0,0;0,0;5;7;8;8;6;5;4;2;NA;15,0;48
2018;9,14442162902122;44;Not_Male;0;2;1;1;Not_Rel;3401;GenX: born >=1961 & b.< 1980;0;4;0;1;7,00;1;2;6,5;7;5;5;3;5,0;15,0000;4;6;3;5,00;25,00;2,00;5,75000000000000;3,50000000000000;5,75000000000000;5,25000000000000;Not_Religious;4;Not Believe God;Not Believe Spirit;0,0;400,0;9;9;9;9;7;9;7;4;NA;1,0;49
2018;8,80766598220397;41;Not_Male;0;NA;0;1;Not_Rel;3278;GenX: born >=1961 & b.< 1980;0;NA;0;1;8,00;1;4;5,5;1;6;3;4;6,0;4,0000;2;7;2;20,00;0,00;3,00;4,50000000000000;1,75000000000000;4,75000000000000;4,00000000000000;Not_Religious;4;NA;NA;0,0;NA;6;6;1;1;4;6;6;7;NA;8,0;50
2018;8,81587953456537;38;Not_Male;0;5;1;1;Not_Rel;3281;GenX: born >=1961 & b.< 1980;0;3;0;2;8,00;1;7;6,5;4;2;7;6;3,5;8,0000;2;4;4;4,00;20,00;0,50;6,00000000000000;2,50000000000000;7,00000000000000;4,75000000000000;Not_Religious;2;Not Believe God;Believe Spirit;1,0;50,0;8;3;10;5;8;3;3;3;NA;7,0;51
2018;9,54140999315537;45;Not_Male;0;8;1;1;Not_Rel;3546;GenX: born >=1961 & b.< 1980;2;1;0;1;6,00;1;4;7,0;8;1;2;6;5,5;7,0000;4;4;4;3,00;50,00;0,00;5,50000000000000;4,00000000000000;4,25000000000000;5,00000000000000;Not_Religious;4;Believe God;Believe Spirit;0,0;950,0;9;7;7;6;8;7;5;5;NA;5,0;52
2018;8,85694729637235;59;Not_Male;0;1;1;1;Christian;3296;Gen Boombers: born >= 1946 & b.< 1961;0;1;3;1;6,50;1;5;5,0;4;4;4;5;5,0;4,0000;4;4;2;1,00;45,00;4,00;5,25000000000000;4,50000000000000;5,75000000000000;4,25000000000000;Religious;4;Believe God;Believe Spirit;0,0;150,0;7;3;9;4;4;3;2;3;NA;4,0;53
2018;9,13894592744695;27;Male;1;7;1;1;Christian;3399;GenY: born >=1980 & b.< 1996;7;1;7;3;4,00;1;3;7,0;8;4;7;6;6,5;25,0000;3;4;2;2,00;0,00;1,00;5,25000000000000;3,75000000000000;6,75000000000000;6,50000000000000;Religious;7;Believe God;Believe Spirit;0,0;5000,0;9;7;9;8;6;9;6;3;NA;4,0;54
2018;8,88432580424367;50;Male;1;5;0;1;Not_Rel;3306;GenX: born >=1961 & b.< 1980;0;4;0;2;7,50;0;2;4,5;5;7;6;5;6,0;8,0000;5;4;2;4,00;50,00;2,00;5,00000000000000;4,00000000000000;5,25000000000000;6,50000000000000;Not_Religious;1;Not Believe God;Not Believe Spirit;0,0;200,0;5;5;8;2;5;7;6;7;NA;6,0;55
2018;8,95824777549624;47;Not_Male;0;7;0;1;Not_Rel;3333;GenX: born >=1961 & b.< 1980;0;4;0;2;6,00;1;4;6,0;7;3;6;3;4,5;10,0000;5;4;4;5,00;50,00;3,00;5,00000000000000;3,25000000000000;6,00000000000000;3,75000000000000;Not_Religious;2;Not Believe God;Not Believe Spirit;2,0;450,0;2;5;7;7;2;5;6;4;NA;6,0;56
2018;9,04038329911020;19;Not_Male;0;2;1;1;Not_Rel;3363;GenZ: born >= 1996;0;3;0;2;7,00;0;4;6,5;4;2;6;4;4,5;48,0000;5;5;3;8,00;0,00;4,00;5,00000000000000;3,00000000000000;5,00000000000000;5,00000000000000;Not_Religious;5;Not Believe God;Believe Spirit;0,0;100,0;7;2;6;4;3;3;NA;5;NA;13,0;57
2018;9,04038329911020;32;Not_Male;0;9;0;1;Not_Rel;3363;GenY: born >=1980 & b.< 1996;0;4;0;1;7,00;1;4;6,0;7;6;5;5;5,0;25,0000;3;4;2;4,00;40,00;3,00;3,75000000000000;2,50000000000000;4,75000000000000;5,50000000000000;Not_Religious;1;Not Believe God;Not Believe Spirit;0,0;50,0;7;7;7;7;6;6;6;3;NA;3,0;58
2018;8,99931553730322;32;Not_Male;0;1;1;1;Not_Rel;3348;GenY: born >=1980 & b.< 1996;0;3;0;3;6,00;1;NA;4,0;5;4;6;7;6,0;5,0000;6;4;4;1,00;12,00;1,00;3,75000000000000;4,00000000000000;6,50000000000000;3,75000000000000;Not_Religious;6;Not Believe God;Believe Spirit;4,0;NA;10;8;10;5;5;5;6;7;NA;13,0;59
2018;9,08692676249144;48;Not_Male;0;9;1;1;Christian;3380;GenX: born >=1961 & b.< 1980;0;3;3;2;6,00;1;2;7,0;4;1;6;6;6,5;12,0000;5;3;3;20,00;40,00;1,00;5,00000000000000;5,25000000000000;7,00000000000000;4,25000000000000;Religious;7;Not Believe God;Believe Spirit;0,0;100,0;6;6;8;4;4;6;3;3;NA;2,0;60
2018;8,81040383299110;65;Not_Male;0;9;1;1;Christian;3279;Gen Boombers: born >= 1946 & b.< 1961;0;4;5;2;7,00;1;2;5,5;6;4;6;6;6,0;7,0000;3;5;6;2,00;45,00;7,00;4,75000000000000;2,25000000000000;5,75000000000000;5,75000000000000;Religious;5;Not Believe God;Not Believe Spirit;4,0;100,0;9;8;8;6;3;3;6;3;NA;5,0;61
2018;9,02121834360027;63;Not_Male;0;7;0;0;Christian;3356;Gen Boombers: born >= 1946 & b.< 1961;0;1;6;1;10,00;0;2;4,5;0;3;7;7;6,0;30,0000;3;5;6;1,00;30,00;1,00;5,00000000000000;5,00000000000000;5,00000000000000;5,50000000000000;Religious;6;Believe God;Believe Spirit;0,0;50,0;7;4;5;4;NA;8;5;7;NA;4,0;62
2018;10,11362080766598;46;Not_Male;0;6;1;1;Not_Rel;3755;GenX: born >=1961 & b.< 1980;0;1;0;2;8,00;0;4;5,5;5;6;6;6;6,5;16,0000;7;5;6;8,00;32,00;2,00;5,00000000000000;4,50000000000000;4,75000000000000;3,75000000000000;Not_Religious;6;Believe God;Believe Spirit;0,0;400,0;8;7;7;4;4;5;6;7;NA;5,0;63
2018;8,82956878850103;63;Male;1;9;1;1;Christian;3286;Gen Boombers: born >= 1946 & b.< 1961;0;1;5;1;6,50;1;3;6,0;4;5;6;6;5,0;20,0000;5;3;6;6,00;0,00;3,00;5,00000000000000;4,00000000000000;6,00000000000000;6,25000000000000;Religious;5;Believe God;Believe Spirit;0,0;1000,0;6;3;6;6;3;4;NA;3;NA;7,0;64
2018;9,86995208761122;84;Male;1;1;1;1;Not_Rel;3666;Gen_Silent: born< 1946;0;4;0;4;5,00;0;5;6,0;6;4;4;6;7,0;5,0000;6;6;5;0,00;0,00;6,00;4,50000000000000;3,33333333333333;5,66666666666667;5,50000000000000;Not_Religious;1;Not Believe God;Not Believe Spirit;0,0;140,0;10;10;10;8;5;7;NA;5;NA;7,0;65
2018;9,87268993839836;92;Male;1;9;NA;1;Not_Rel;3667;Gen_Silent: born< 1946;NA;NA;0;2;8,00;NA;NA;7,0;7;5;4;NA;5,0;0,0000;5;5;3;4,00;0,00;8,00;4,00000000000000;3,50000000000000;5,00000000000000;4,25000000000000;Not_Religious;NA;NA;NA;0,0;600,0;7;8;8;6;6;6;NA;2;NA;6,0;66
